"Código","Unidade Territorial","UF","Referência","Quantidade total de famílias inscritas no Cadastro Único"
"330022","AREAL","RJ","08/2019","1947"
"330022","AREAL","RJ","09/2019","1866"
"330022","AREAL","RJ","07/2019","1929"
"330022","AREAL","RJ","06/2019","1908"
"330022","AREAL","RJ","05/2019","1895"
"330022","AREAL","RJ","04/2019","1872"
"330022","AREAL","RJ","03/2019","1933"
"330022","AREAL","RJ","02/2019","1918"
"330022","AREAL","RJ","01/2019","1898"
"330022","AREAL","RJ","10/2020","1915"
"330022","AREAL","RJ","11/2020","1833"
"330022","AREAL","RJ","07/2020","1880"
"330022","AREAL","RJ","12/2020","1842"
"330022","AREAL","RJ","09/2020","1908"
"330022","AREAL","RJ","08/2020","1898"
"330022","AREAL","RJ","06/2020","1875"
"330022","AREAL","RJ","05/2020","1860"
"330022","AREAL","RJ","04/2020","1845"
"330022","AREAL","RJ","03/2020","1832"
"330022","AREAL","RJ","02/2020","1814"
"330022","AREAL","RJ","01/2020","1925"
"330022","AREAL","RJ","01/2021","1847"
"330022","AREAL","RJ","10/2021","2036"
"330022","AREAL","RJ","03/2021","1892"
"330022","AREAL","RJ","04/2021","1915"
"330022","AREAL","RJ","12/2021","2122"
"330022","AREAL","RJ","02/2021","1874"
"330022","AREAL","RJ","11/2021","2098"
"330022","AREAL","RJ","09/2021","2012"
"330022","AREAL","RJ","08/2021","1992"
"330022","AREAL","RJ","05/2021","1930"
"330022","AREAL","RJ","06/2021","1941"
"330022","AREAL","RJ","07/2021","1973"
"330022","AREAL","RJ","01/2022","2152"
"330022","AREAL","RJ","02/2022","2200"
"330022","AREAL","RJ","03/2022","2211"
"330022","AREAL","RJ","04/2022","2250"
"330022","AREAL","RJ","05/2022","2286"
"330022","AREAL","RJ","06/2022","2310"
"330022","AREAL","RJ","07/2022","2341"
"330022","AREAL","RJ","08/2022","2421"
"330022","AREAL","RJ","09/2022","2466"
"330022","AREAL","RJ","10/2022","2514"
"330022","AREAL","RJ","11/2022","2538"
"330022","AREAL","RJ","12/2022","2556"
"330022","AREAL","RJ","01/2023","2564"
"330022","AREAL","RJ","02/2023","2583"
"330022","AREAL","RJ","04/2023","2537"
"330022","AREAL","RJ","03/2023","2593"
"330022","AREAL","RJ","05/2023","2563"
"330022","AREAL","RJ","06/2023","2593"
"330022","AREAL","RJ","07/2023","2612"
"330022","AREAL","RJ","08/2023","2618"
"330022","AREAL","RJ","09/2023","2637"
"330022","AREAL","RJ","10/2023","2648"
"330022","AREAL","RJ","11/2023","2667"
"330022","AREAL","RJ","12/2023","2687"
"330022","AREAL","RJ","01/2024","2558"
"330022","AREAL","RJ","02/2024","2571"
"330022","AREAL","RJ","04/2024","2608"
"330022","AREAL","RJ","05/2024","2594"
"330022","AREAL","RJ","07/2024","2457"
"330022","AREAL","RJ","08/2024","2408"
"330022","AREAL","RJ","09/2024","2385"
"330022","AREAL","RJ","10/2024","2412"
"330022","AREAL","RJ","11/2024","2435"
"330022","AREAL","RJ","03/2024","2599"
"330022","AREAL","RJ","12/2024","2465"
"330022","AREAL","RJ","06/2024","2601"
"330022","AREAL","RJ","05/2025","2542"
"330022","AREAL","RJ","03/2025","2489"
"330022","AREAL","RJ","01/2025","2443"
"330022","AREAL","RJ","02/2025","2463"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2012","2857"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2025","9346"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2025","9323"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2025","9403"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2025","9532"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2024","9488"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2024","9813"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2024","9789"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2024","9469"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2024","9372"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2024","9298"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2024","9394"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2024","9266"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2024","9639"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2024","9812"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2024","9863"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2024","9658"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2023","10421"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2023","10370"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2023","10310"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2023","10256"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2023","10160"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2023","10028"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2023","9838"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2023","9707"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2023","9710"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2023","9740"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2023","9653"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2023","9552"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2022","9524"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2022","9359"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2022","9090"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2022","8647"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2022","8320"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2022","8091"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2022","7798"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2022","7617"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2022","7397"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2022","7178"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2022","7060"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2022","6446"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2021","5722"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2021","5415"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2021","5343"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2021","5833"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2021","5908"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2021","6179"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2021","5128"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2021","6323"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2021","5288"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2021","5213"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2021","5955"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2021","5028"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2020","4985"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2020","4784"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2020","4854"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2020","4896"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2020","4923"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2020","4971"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2020","5033"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2020","5078"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2020","4990"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2020","5003"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2020","4954"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2020","5138"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2019","4224"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2019","4324"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2019","4421"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2019","4442"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2019","4514"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2019","4596"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2019","4697"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2019","4688"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2019","4830"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2019","4884"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2019","4953"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2019","4806"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2018","3289"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2018","3320"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2018","3084"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2018","3247"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2018","3166"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2018","3310"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2018","3276"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2018","3407"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2018","4027"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2018","3597"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2018","3420"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2018","3693"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2017","3114"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2017","3194"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2017","3082"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2017","3167"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2017","3070"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2017","3280"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2017","3135"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2017","2994"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2017","3063"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2017","3370"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2017","3212"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2017","2930"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2016","3089"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2016","3112"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2016","3152"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2016","3093"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2016","3179"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2016","3199"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2016","3228"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2016","3264"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2016","3293"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2016","3066"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2016","3239"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2016","3315"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2015","3132"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2015","3156"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2015","3172"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2015","3217"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2015","3279"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2015","3241"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2015","3320"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2015","3231"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2015","3132"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2015","3340"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2015","3312"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2015","3265"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2014","3376"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2014","3460"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2014","3474"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2014","3521"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2014","3420"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2014","3386"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2014","3537"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2014","3572"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2014","3590"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2014","3654"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2014","3631"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2014","3642"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2013","3012"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2013","3034"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2013","3064"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2013","3122"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2013","3141"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2013","3161"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2013","3195"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2013","3273"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2013","3229"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2013","3362"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2013","3316"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2013","3342"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2012","3002"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2012","2980"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2012","2956"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2012","2929"
"330025","ARRAIAL DO CABO","RJ","02/2025","8763"
"330025","ARRAIAL DO CABO","RJ","08/2012","2827"
"330025","ARRAIAL DO CABO","RJ","09/2012","2892"
"330025","ARRAIAL DO CABO","RJ","10/2012","2921"
"330025","ARRAIAL DO CABO","RJ","11/2012","2938"
"330025","ARRAIAL DO CABO","RJ","12/2012","3014"
"330025","ARRAIAL DO CABO","RJ","11/2013","3267"
"330025","ARRAIAL DO CABO","RJ","10/2013","3234"
"330025","ARRAIAL DO CABO","RJ","12/2013","3290"
"330025","ARRAIAL DO CABO","RJ","08/2013","3181"
"330025","ARRAIAL DO CABO","RJ","09/2013","3217"
"330025","ARRAIAL DO CABO","RJ","07/2013","3145"
"330025","ARRAIAL DO CABO","RJ","06/2013","3123"
"330025","ARRAIAL DO CABO","RJ","05/2013","3083"
"330025","ARRAIAL DO CABO","RJ","04/2013","3081"
"330025","ARRAIAL DO CABO","RJ","03/2013","3042"
"330025","ARRAIAL DO CABO","RJ","02/2013","3033"
"330025","ARRAIAL DO CABO","RJ","01/2013","3026"
"330025","ARRAIAL DO CABO","RJ","11/2014","4108"
"330025","ARRAIAL DO CABO","RJ","10/2014","4038"
"330025","ARRAIAL DO CABO","RJ","12/2014","4190"
"330025","ARRAIAL DO CABO","RJ","09/2014","3912"
"330025","ARRAIAL DO CABO","RJ","08/2014","3700"
"330025","ARRAIAL DO CABO","RJ","07/2014","3529"
"330025","ARRAIAL DO CABO","RJ","02/2014","3318"
"330025","ARRAIAL DO CABO","RJ","03/2014","3345"
"330025","ARRAIAL DO CABO","RJ","06/2014","3477"
"330025","ARRAIAL DO CABO","RJ","05/2014","3432"
"330025","ARRAIAL DO CABO","RJ","04/2014","3413"
"330025","ARRAIAL DO CABO","RJ","01/2014","3300"
"330025","ARRAIAL DO CABO","RJ","09/2015","4292"
"330025","ARRAIAL DO CABO","RJ","10/2015","4384"
"330025","ARRAIAL DO CABO","RJ","12/2015","4481"
"330025","ARRAIAL DO CABO","RJ","02/2015","3938"
"330025","ARRAIAL DO CABO","RJ","07/2015","4021"
"330025","ARRAIAL DO CABO","RJ","11/2015","4435"
"330025","ARRAIAL DO CABO","RJ","08/2015","4199"
"330025","ARRAIAL DO CABO","RJ","06/2015","4083"
"330025","ARRAIAL DO CABO","RJ","05/2015","4051"
"330025","ARRAIAL DO CABO","RJ","04/2015","4034"
"330025","ARRAIAL DO CABO","RJ","03/2015","4006"
"330025","ARRAIAL DO CABO","RJ","01/2015","3888"
"330025","ARRAIAL DO CABO","RJ","11/2016","4625"
"330025","ARRAIAL DO CABO","RJ","08/2016","4602"
"330025","ARRAIAL DO CABO","RJ","12/2016","4401"
"330025","ARRAIAL DO CABO","RJ","10/2016","4629"
"330025","ARRAIAL DO CABO","RJ","09/2016","4614"
"330025","ARRAIAL DO CABO","RJ","07/2016","4574"
"330025","ARRAIAL DO CABO","RJ","06/2016","4550"
"330025","ARRAIAL DO CABO","RJ","05/2016","4524"
"330025","ARRAIAL DO CABO","RJ","02/2016","4350"
"330025","ARRAIAL DO CABO","RJ","04/2016","4476"
"330025","ARRAIAL DO CABO","RJ","03/2016","4414"
"330025","ARRAIAL DO CABO","RJ","01/2016","4330"
"330025","ARRAIAL DO CABO","RJ","09/2017","4373"
"330025","ARRAIAL DO CABO","RJ","12/2017","4591"
"330025","ARRAIAL DO CABO","RJ","08/2017","4891"
"330025","ARRAIAL DO CABO","RJ","11/2017","4534"
"330025","ARRAIAL DO CABO","RJ","10/2017","4463"
"330025","ARRAIAL DO CABO","RJ","04/2017","4620"
"330025","ARRAIAL DO CABO","RJ","07/2017","4818"
"330025","ARRAIAL DO CABO","RJ","01/2017","4411"
"330025","ARRAIAL DO CABO","RJ","05/2017","4697"
"330025","ARRAIAL DO CABO","RJ","02/2017","4495"
"330025","ARRAIAL DO CABO","RJ","06/2017","4751"
"330025","ARRAIAL DO CABO","RJ","03/2017","4553"
"330025","ARRAIAL DO CABO","RJ","11/2018","4957"
"330025","ARRAIAL DO CABO","RJ","07/2018","4716"
"330025","ARRAIAL DO CABO","RJ","10/2018","4853"
"330025","ARRAIAL DO CABO","RJ","12/2018","4595"
"330025","ARRAIAL DO CABO","RJ","09/2018","4707"
"330025","ARRAIAL DO CABO","RJ","08/2018","4532"
"330025","ARRAIAL DO CABO","RJ","06/2018","4677"
"330025","ARRAIAL DO CABO","RJ","04/2018","4524"
"330025","ARRAIAL DO CABO","RJ","05/2018","4614"
"330025","ARRAIAL DO CABO","RJ","03/2018","4470"
"330025","ARRAIAL DO CABO","RJ","02/2018","4640"
"330025","ARRAIAL DO CABO","RJ","01/2018","4623"
"330025","ARRAIAL DO CABO","RJ","10/2019","4868"
"330025","ARRAIAL DO CABO","RJ","12/2019","4968"
"330025","ARRAIAL DO CABO","RJ","11/2019","4935"
"330025","ARRAIAL DO CABO","RJ","08/2019","5107"
"330025","ARRAIAL DO CABO","RJ","09/2019","4797"
"330025","ARRAIAL DO CABO","RJ","07/2019","5009"
"330025","ARRAIAL DO CABO","RJ","06/2019","4860"
"330025","ARRAIAL DO CABO","RJ","05/2019","4641"
"330025","ARRAIAL DO CABO","RJ","04/2019","4606"
"330025","ARRAIAL DO CABO","RJ","03/2019","4684"
"330025","ARRAIAL DO CABO","RJ","02/2019","4659"
"330025","ARRAIAL DO CABO","RJ","01/2019","4623"
"330025","ARRAIAL DO CABO","RJ","10/2020","6922"
"330025","ARRAIAL DO CABO","RJ","11/2020","6801"
"330025","ARRAIAL DO CABO","RJ","07/2020","6704"
"330025","ARRAIAL DO CABO","RJ","12/2020","6821"
"330025","ARRAIAL DO CABO","RJ","09/2020","6904"
"330025","ARRAIAL DO CABO","RJ","08/2020","6870"
"330025","ARRAIAL DO CABO","RJ","06/2020","6415"
"330025","ARRAIAL DO CABO","RJ","05/2020","5793"
"330025","ARRAIAL DO CABO","RJ","04/2020","5004"
"330025","ARRAIAL DO CABO","RJ","03/2020","4966"
"330025","ARRAIAL DO CABO","RJ","02/2020","4857"
"330025","ARRAIAL DO CABO","RJ","01/2020","5095"
"330025","ARRAIAL DO CABO","RJ","01/2021","6841"
"330025","ARRAIAL DO CABO","RJ","10/2021","7617"
"330025","ARRAIAL DO CABO","RJ","03/2021","6953"
"330025","ARRAIAL DO CABO","RJ","04/2021","7047"
"330025","ARRAIAL DO CABO","RJ","12/2021","7839"
"330025","ARRAIAL DO CABO","RJ","02/2021","6903"
"330025","ARRAIAL DO CABO","RJ","11/2021","7788"
"330025","ARRAIAL DO CABO","RJ","09/2021","7510"
"330025","ARRAIAL DO CABO","RJ","08/2021","7421"
"330025","ARRAIAL DO CABO","RJ","05/2021","7105"
"330025","ARRAIAL DO CABO","RJ","06/2021","7181"
"330025","ARRAIAL DO CABO","RJ","07/2021","7346"
"330025","ARRAIAL DO CABO","RJ","01/2022","7865"
"330025","ARRAIAL DO CABO","RJ","02/2022","7957"
"330025","ARRAIAL DO CABO","RJ","03/2022","8031"
"330025","ARRAIAL DO CABO","RJ","04/2022","8229"
"330025","ARRAIAL DO CABO","RJ","05/2022","8360"
"330025","ARRAIAL DO CABO","RJ","06/2022","8570"
"330025","ARRAIAL DO CABO","RJ","07/2022","8926"
"330025","ARRAIAL DO CABO","RJ","08/2022","9261"
"330025","ARRAIAL DO CABO","RJ","09/2022","9621"
"330025","ARRAIAL DO CABO","RJ","10/2022","9886"
"330025","ARRAIAL DO CABO","RJ","11/2022","10020"
"330025","ARRAIAL DO CABO","RJ","12/2022","10108"
"330025","ARRAIAL DO CABO","RJ","01/2023","10134"
"330025","ARRAIAL DO CABO","RJ","02/2023","10228"
"330025","ARRAIAL DO CABO","RJ","03/2023","10302"
"330025","ARRAIAL DO CABO","RJ","04/2023","10273"
"330025","ARRAIAL DO CABO","RJ","05/2023","10343"
"330025","ARRAIAL DO CABO","RJ","06/2023","10442"
"330025","ARRAIAL DO CABO","RJ","07/2023","10527"
"330025","ARRAIAL DO CABO","RJ","08/2023","10592"
"330025","ARRAIAL DO CABO","RJ","09/2023","10695"
"330025","ARRAIAL DO CABO","RJ","10/2023","10767"
"330025","ARRAIAL DO CABO","RJ","11/2023","10854"
"330025","ARRAIAL DO CABO","RJ","12/2023","10903"
"330025","ARRAIAL DO CABO","RJ","01/2024","10536"
"330025","ARRAIAL DO CABO","RJ","03/2024","10598"
"330025","ARRAIAL DO CABO","RJ","05/2024","10516"
"330025","ARRAIAL DO CABO","RJ","07/2024","10198"
"330025","ARRAIAL DO CABO","RJ","08/2024","10286"
"330025","ARRAIAL DO CABO","RJ","09/2024","10146"
"330025","ARRAIAL DO CABO","RJ","10/2024","10207"
"330025","ARRAIAL DO CABO","RJ","02/2024","10525"
"330025","ARRAIAL DO CABO","RJ","11/2024","10195"
"330025","ARRAIAL DO CABO","RJ","04/2024","10626"
"330025","ARRAIAL DO CABO","RJ","06/2024","10496"
"330025","ARRAIAL DO CABO","RJ","12/2024","10269"
"330025","ARRAIAL DO CABO","RJ","05/2025","9080"
"330025","ARRAIAL DO CABO","RJ","03/2025","8836"
"330025","ARRAIAL DO CABO","RJ","01/2025","8897"
"330030","BARRA DO PIRAÍ","RJ","08/2012","6407"
"330030","BARRA DO PIRAÍ","RJ","02/2025","14825"
"330030","BARRA DO PIRAÍ","RJ","01/2025","14810"
"330030","BARRA DO PIRAÍ","RJ","03/2025","14901"
"330030","BARRA DO PIRAÍ","RJ","05/2025","15104"
"330030","BARRA DO PIRAÍ","RJ","12/2024","15124"
"330030","BARRA DO PIRAÍ","RJ","11/2024","14914"
"330030","BARRA DO PIRAÍ","RJ","10/2024","14863"
"330030","BARRA DO PIRAÍ","RJ","09/2024","14766"
"330030","BARRA DO PIRAÍ","RJ","08/2024","15073"
"330030","BARRA DO PIRAÍ","RJ","01/2024","16053"
"330030","BARRA DO PIRAÍ","RJ","07/2024","14978"
"330030","BARRA DO PIRAÍ","RJ","06/2024","15901"
"330030","BARRA DO PIRAÍ","RJ","05/2024","15947"
"330030","BARRA DO PIRAÍ","RJ","04/2024","16107"
"330030","BARRA DO PIRAÍ","RJ","03/2024","16111"
"330030","BARRA DO PIRAÍ","RJ","02/2024","16012"
"330030","BARRA DO PIRAÍ","RJ","12/2023","16735"
"330030","BARRA DO PIRAÍ","RJ","11/2023","16654"
"330030","BARRA DO PIRAÍ","RJ","10/2023","16535"
"330030","BARRA DO PIRAÍ","RJ","09/2023","16462"
"330030","BARRA DO PIRAÍ","RJ","08/2023","16330"
"330030","BARRA DO PIRAÍ","RJ","07/2023","16195"
"330030","BARRA DO PIRAÍ","RJ","06/2023","16013"
"330030","BARRA DO PIRAÍ","RJ","05/2023","15791"
"330030","BARRA DO PIRAÍ","RJ","04/2023","15732"
"330030","BARRA DO PIRAÍ","RJ","03/2023","15963"
"330030","BARRA DO PIRAÍ","RJ","02/2023","15847"
"330030","BARRA DO PIRAÍ","RJ","01/2023","15662"
"330030","BARRA DO PIRAÍ","RJ","12/2022","15541"
"330030","BARRA DO PIRAÍ","RJ","11/2022","15281"
"330030","BARRA DO PIRAÍ","RJ","10/2022","14987"
"330030","BARRA DO PIRAÍ","RJ","09/2022","14385"
"330030","BARRA DO PIRAÍ","RJ","08/2022","13991"
"330030","BARRA DO PIRAÍ","RJ","07/2022","13653"
"330030","BARRA DO PIRAÍ","RJ","06/2022","13324"
"330030","BARRA DO PIRAÍ","RJ","05/2022","12800"
"330030","BARRA DO PIRAÍ","RJ","04/2022","12516"
"330030","BARRA DO PIRAÍ","RJ","03/2022","12146"
"330030","BARRA DO PIRAÍ","RJ","02/2022","11964"
"330030","BARRA DO PIRAÍ","RJ","01/2022","11573"
"330030","BARRA DO PIRAÍ","RJ","07/2021","10742"
"330030","BARRA DO PIRAÍ","RJ","06/2021","10687"
"330030","BARRA DO PIRAÍ","RJ","05/2021","10659"
"330030","BARRA DO PIRAÍ","RJ","08/2021","10809"
"330030","BARRA DO PIRAÍ","RJ","09/2021","10917"
"330030","BARRA DO PIRAÍ","RJ","11/2021","11271"
"330030","BARRA DO PIRAÍ","RJ","02/2021","10410"
"330030","BARRA DO PIRAÍ","RJ","12/2021","11448"
"330030","BARRA DO PIRAÍ","RJ","04/2021","10591"
